kind,value_dollars_per_unit,agentId,meanSharpeLike,ci95SharpeLike,meanPnl,ci95Pnl,meanTurnover,ci95Turnover,meanMaxDrawdownPct,meanCostDragProxy
slippage,0,noise-1,-0.06698727319671456,0.20079671883908579,-34.66590749154675,107.88200003913286,3534,0,5.3883754349250435,0
slippage,0,noise-2,0.07074328578655291,0.29178441515628345,34.131759819587145,141.99334972175546,3676,0,4.294120080608436,0
slippage,0,noise-3,-0.012198605336388854,0.2531160993617766,-7.943588379498396,129.14917312482018,3695,0,4.616852143751848,0
slippage,0,momentum-1,2.191184477332052,0.8711828241411099,391.48751238123793,157.97754160807733,1795.7333333333333,17.159329722818384,1.1042055849856156,0
slippage,0,meanrev-1,-1.0804994039206701,0.3739595636118886,-681.7480755174288,245.7738006023728,585.6,35.57608679481463,8.382538558937618,0
slippage,0,marketmaker-1,0.3058486986611849,0.24980094694283678,132.20846063244073,116.10115985753373,1434.6,18.40769540227642,4.076913960921765,0
slippage,0.001,noise-1,-0.073553348295852,0.20080799026698562,-38.19990749155853,107.88200003913148,3534,0,5.40346985809513,3.5340000000000003
slippage,0.001,noise-2,0.06313165900133313,0.29178403698522615,30.45575981956657,141.99334972175623,3676,0,4.305715889159118,3.676
slippage,0.001,noise-3,-0.019475180384543118,0.2531029644924368,-11.638588379511626,129.14917312482342,3695,0,4.6270404042673725,3.6950000000000003
slippage,0.001,momentum-1,2.1781549104693485,0.8721556593839475,389.6917790478961,157.971315530787,1795.7333333333333,17.159329722818384,1.1110612209476105,1.7957333333333334
slippage,0.001,meanrev-1,-1.0815259272787214,0.37391717010297204,-682.3336755174292,245.7700603459099,585.6,35.57608679481463,8.385850947620934,0.5856
slippage,0.001,marketmaker-1,0.3058486986611849,0.24980094694283678,132.20846063244073,116.10115985753373,1434.6,18.40769540227642,4.076913960921765,1.4345999999999999
slippage,0.0025,noise-1,-0.08340246068124019,0.20082490773264586,-43.50090749153175,107.88200003913093,3534,0,5.426237634093765,8.835
slippage,0.0025,noise-2,0.05171423041221262,0.29178348285195727,24.9417598195987,141.99334972175652,3676,0,4.3233648336532715,9.19
slippage,0.0025,noise-3,-0.030390025614929827,0.253083271591557,-17.18108837948433,129.14917312482024,3695,0,4.642655038385706,9.2375
slippage,0.0025,momentum-1,2.158610927825072,0.8736148211552964,386.9981790479089,157.9619794497409,1795.7333333333333,17.159329722818384,1.12134567970181,4.489333333333334
slippage,0.0025,meanrev-1,-1.083065712111289,0.3738535978697969,-683.2120755174207,245.76445951051656,585.6,35.57608679481463,8.390819657106656,1.4640000000000002
slippage,0.0025,marketmaker-1,0.3058486986611849,0.24980094694283678,132.20846063244073,116.10115985753373,1434.6,18.40769540227642,4.076913960921765,3.5865
slippage,0.005,noise-1,-0.09981764600724725,0.20085313101844973,-52.335907491517474,107.8820000391281,3534,0,5.466341460646089,17.67
slippage,0.005,noise-2,0.03268521553451888,0.29178259429068515,15.751759819598071,141.99334972176047,3676,0,4.355219715905708,18.38
slippage,0.005,noise-3,-0.04858138649398145,0.2530504751887744,-26.41858837948548,129.1491731248228,3695,0,4.668712509657268,18.475
slippage,0.005,momentum-1,2.1260386271853027,0.8760465082334375,382.5088457145803,157.9464274092964,1795.7333333333333,17.159329722818384,1.1384912106842924,8.978666666666667
slippage,0.005,meanrev-1,-1.085632019572382,0.37374769226169463,-684.6760755174201,245.75515025159226,585.6,35.57608679481463,8.399101176851037,2.9280000000000004
slippage,0.005,marketmaker-1,0.3058486986611849,0.24980094694283678,132.20846063244073,116.10115985753373,1434.6,18.40769540227642,4.076913960921765,7.173
slippage,0.01,noise-1,-0.13264800057582238,0.20090968061325684,-70.0059074915586,107.8820000391314,3534,0,5.548265052894721,35.34
slippage,0.01,noise-2,-0.005372678720503825,0.29178094838674223,-2.6282401804324156,141.99334972175504,3676,0,4.419996366922055,36.76
slippage,0.01,noise-3,-0.08496391810116871,0.25298497666238184,-44.893588379511975,129.14917312482342,3695,0,4.720900853797323,36.95
slippage,0.01,momentum-1,2.060897947716495,0.8809089054870163,373.53017904789544,157.9153536940523,1795.7333333333333,17.159329722818384,1.1735956354984078,17.957333333333334
slippage,0.01,meanrev-1,-1.0907646319467312,0.373536061697527,-687.604075517429,245.73662724699116,585.6,35.57608679481463,8.415665481360138,5.856000000000001
slippage,0.01,marketmaker-1,0.3058486986611849,0.24980094694283678,132.20846063244073,116.10115985753373,1434.6,18.40769540227642,4.076913960921765,14.346
slippage,0.02,noise-1,-0.1983085781226797,0.20102319081726663,-105.34590749152527,107.8820000391293,3534,0,5.713959179763094,70.68
slippage,0.02,noise-2,-0.08148782715878268,0.29177818137360934,-39.3882401803928,141.99334972175555,3676,0,4.560160882057759,73.52
slippage,0.02,noise-3,-0.15772813704811692,0.252854357961073,-81.84358837947669,129.14917312482004,3695,0,4.82856176711198,73.9
slippage,0.02,momentum-1,1.9306335015996114,0.8906294643211783,355.57284571458,157.8533278097798,1795.7333333333333,17.159329722818384,1.2438454189486932,35.91466666666667
slippage,0.02,meanrev-1,-1.1010298439891402,0.37311352492874944,-693.4600755174193,245.6999633913476,585.6,35.57608679481463,8.448799152523387,11.712000000000002
slippage,0.02,marketmaker-1,0.3058486986611849,0.24980094694283678,132.20846063244073,116.10115985753373,1434.6,18.40769540227642,4.076913960921765,28.692
slippage,0.05,noise-1,-0.3952878745248948,0.2013669871972328,-211.36590749152995,107.88200003912955,3534,0,6.237872085957565,176.70000000000002
slippage,0.05,noise-2,-0.3098261346450393,0.29177407674901656,-149.66824018041092,141.99334972175834,3676,0,5.080474327755545,183.8
slippage,0.05,noise-3,-0.37601231887187647,0.2524655538982848,-192.69358837949324,129.1491731248244,3695,0,5.222781416912686,184.75
slippage,0.05,momentum-1,1.5400006305914167,0.9197505831040128,301.70084571457335,157.6682242452498,1795.7333333333333,17.159329722818384,1.4649987952189982,89.78666666666668
slippage,0.05,meanrev-1,-1.1318253267309872,0.3718517455658092,-711.0280755174208,245.5930310888308,585.6,35.57608679481463,8.548353678427809,29.28
slippage,0.05,marketmaker-1,0.3058486986611849,0.24980094694283678,132.20846063244073,116.10115985753373,1434.6,18.40769540227642,4.076913960921765,71.73
slippage,0.1,noise-1,-0.723569358516356,0.20195071591962943,-388.06590749151553,107.8820000391307,3534,0,7.247919038501064,353.40000000000003
slippage,0.1,noise-2,-0.6903527426448348,0.2917812067860416,-333.46824018038944,141.99334972175492,3676,0,6.093619241719611,367.6
slippage,0.1,noise-3,-0.739779569305029,0.25182788646070203,-377.4435883794698,129.14917312481762,3695,0,6.189232879731702,369.5
slippage,0.1,momentum-1,0.8896477793535165,0.9681070847257333,211.91417904791808,157.36297669322565,1795.7333333333333,17.159329722818384,1.8705773965339563,179.57333333333335
slippage,0.1,meanrev-1,-1.1831502750816383,0.36976845737674524,-740.3080755174186,245.42502127130655,585.6,35.57608679481463,8.715017691310688,58.56
slippage,0.1,marketmaker-1,0.3058486986611849,0.24980094694283678,132.20846063244073,116.10115985753373,1434.6,18.40769540227642,4.076913960921765,143.46
slippage,0.2,noise-1,-1.3799981483648704,0.20315726418112082,-741.4659074915387,107.8820000391281,3534,0,9.591659923939163,706.8000000000001
slippage,0.2,noise-2,-1.4511655564051025,0.2918476710929359,-701.0682401804255,141.9933497217595,3676,0,8.647846112744626,735.2
slippage,0.2,noise-3,-1.467079174405261,0.25059253173695845,-746.9435883794939,129.14917312481967,3695,0,8.932983369314941,739
